,a(p(SOS)),a(p(Ras)),a(p(PI3K)),a(p(AKT)),a(p(Raf)),a(p(Mek)),a(p(Erk))
3321,40,45,58,52,32,79,85
3322,46,38,65,58,33,77,93
3323,53,49,62,53,30,78,86
3324,50,42,59,40,33,75,86
3325,46,38,58,59,29,80,92
3326,44,45,59,56,40,76,89
3327,41,46,72,63,26,76,80
3328,49,46,70,56,41,81,87
3329,54,42,62,55,35,81,87
3330,51,57,65,66,21,59,83
3331,46,50,67,56,35,77,83
3332,36,48,64,59,33,77,87
3333,40,47,66,52,33,80,84
3334,48,50,66,54,39,73,91
3335,40,40,59,52,32,76,83
3336,48,45,65,48,32,81,88
3337,50,49,65,55,36,72,86
3338,41,57,67,55,30,76,93
3339,40,42,62,63,37,67,86
3340,47,36,54,60,30,84,87
3341,53,54,67,57,33,72,91
3342,49,56,61,45,45,87,91
3343,39,46,59,53,36,70,84
3344,45,41,59,44,30,71,89
3345,53,57,58,53,37,80,89
3346,42,44,67,61,34,78,89
3347,50,45,75,58,38,78,89
3348,45,42,66,63,42,87,86
3349,45,55,62,53,43,82,89
3350,46,56,60,62,28,67,87
3351,38,40,59,56,32,77,84
3352,50,45,62,52,34,84,91
3353,56,44,68,57,40,72,88
3354,43,39,64,54,38,87,90
3355,46,45,51,60,34,76,84
3356,36,45,68,56,36,78,87
3357,50,52,75,66,33,78,87
3358,50,57,69,62,37,79,86
3359,50,48,67,55,39,85,89
3360,50,53,64,49,42,84,94
3361,37,50,62,59,35,73,87
3362,45,57,59,55,34,82,89
3363,33,42,62,60,41,80,91
3364,52,47,63,51,32,78,88
3365,45,42,69,64,36,77,90
3366,43,49,60,64,37,80,88
3367,43,41,69,57,32,77,85
3368,46,41,74,61,34,84,89
3369,44,50,71,59,31,77,90
3370,38,43,65,54,33,72,92
3371,47,51,67,51,35,72,84
3372,48,46,66,55,21,65,88
3373,52,48,56,57,36,80,91
3374,50,53,63,50,32,74,85
3375,48,47,72,55,41,77,89
3376,50,48,66,66,34,82,89
3377,58,53,71,53,37,76,89
3378,46,51,73,65,36,79,85
3379,49,51,69,54,41,73,86
3380,61,55,65,60,42,77,85
3381,46,44,60,54,34,74,82
3382,44,58,63,57,39,81,93
3383,41,36,56,57,34,78,84
3384,44,37,64,52,35,83,89
3385,45,44,59,60,25,77,86
3386,41,50,66,57,36,77,92
3387,48,44,61,49,35,82,94
3388,47,54,61,53,42,83,87
3389,58,56,67,52,39,81,89
3390,43,43,72,57,37,84,89
3391,46,56,66,58,37,75,86
3392,41,43,67,55,33,71,88
3393,35,45,71,58,37,79,88
3394,47,50,59,64,37,80,87
3395,46,56,55,49,42,76,86
3396,45,47,65,55,40,88,94
3397,47,50,58,55,32,84,89
3398,43,45,63,55,38,73,93
3399,45,47,73,61,42,81,81
3400,50,45,57,63,27,70,85
3401,44,55,55,56,45,83,91
3402,48,47,61,54,38,80,90
3403,38,46,63,50,41,79,93
3404,38,50,68,59,35,78,89
3405,45,52,58,53,34,72,82
3406,41,43,71,61,27,76,88
3407,52,60,72,64,34,80,93
3408,42,58,69,61,36,78,91
3409,41,48,65,48,37,75,88
3410,52,57,65,66,43,77,92
3411,55,46,65,62,32,80,87
3412,44,48,64,58,35,75,87
3413,45,52,61,49,35,80,90
3414,47,48,58,53,31,78,92
3415,47,49,60,53,37,85,88
3416,39,42,72,55,29,79,87
3417,46,42,68,56,26,78,90
3418,41,35,57,48,31,70,84
3419,39,54,65,60,41,84,88
3420,44,54,57,61,49,83,93
3421,39,43,73,55,35,77,82
3422,52,54,67,55,34,81,90
3423,57,55,65,53,31,79,87
3424,49,54,68,49,41,80,94
3425,49,50,65,51,35,75,93
3426,52,47,64,58,34,77,86
3427,50,45,70,62,32,78,90
3428,45,35,64,59,33,74,86
3429,44,50,61,52,38,84,94
3430,43,49,72,62,32,78,90
3431,40,41,58,57,34,79,87
3432,46,54,68,47,38,76,89
3433,48,50,72,59,41,84,86
3434,50,53,57,55,39,83,87
3435,49,55,60,59,33,71,81
3436,46,60,62,56,42,83,87
3437,43,42,61,54,36,76,87
3438,48,50,69,62,33,80,92
3439,46,59,64,56,40,85,89
3440,45,49,53,58,49,91,87
3441,50,39,59,58,26,76,89
3442,45,49,66,58,34,75,92
3443,50,45,56,51,30,76,86
3444,36,44,65,58,32,71,82
3445,38,47,72,61,24,74,88
3446,41,43,70,53,37,77,89
3447,47,53,61,56,38,78,86
3448,45,41,71,54,36,74,90
3449,49,47,67,65,39,74,81
3450,45,51,67,58,43,84,86
3451,55,48,60,61,33,82,90
3452,49,52,64,51,45,77,85
3453,49,54,67,61,33,72,84
3454,50,48,67,56,40,67,89
3455,52,55,69,61,36,70,95
3456,48,47,63,54,34,81,92
3457,50,42,65,59,35,74,92
3458,44,42,66,47,33,78,88
3459,41,48,69,60,32,79,90
3460,42,45,62,56,36,81,87
3461,51,58,61,55,39,79,89
3462,41,41,63,52,33,65,90
3463,46,49,63,53,38,76,85
3464,53,44,60,62,30,77,86
3465,49,51,63,61,32,70,86
3466,57,55,76,57,33,72,88
3467,56,45,59,55,32,78,89
3468,50,47,53,56,36,74,93
3469,50,46,60,51,30,85,93
3470,42,52,71,58,41,85,91
3471,44,53,60,55,31,79,85
3472,43,44,51,57,37,77,93
3473,41,43,61,53,42,86,91
3474,40,47,60,55,40,84,88
3475,52,57,59,53,41,84,86
3476,53,49,59,51,43,75,91
3477,44,48,61,56,35,77,88
3478,44,53,68,66,35,74,89
3479,45,48,65,52,42,78,92
3480,41,48,69,57,41,87,93
3481,40,45,68,62,35,84,90
3482,35,50,67,47,34,81,85
3483,47,53,62,57,33,84,89
3484,49,51,66,57,40,81,85
3485,38,46,64,54,29,73,88
3486,50,52,70,57,42,86,89
3487,50,48,71,53,39,80,87
3488,49,55,64,57,39,82,88
3489,47,53,72,58,34,71,83
3490,47,39,54,57,27,69,87
3491,50,49,66,61,43,81,88
3492,45,53,63,56,35,78,85
3493,47,50,60,65,35,82,82
3494,47,43,57,60,35,75,88
3495,40,55,57,58,45,78,91
3496,41,54,68,61,38,71,88
3497,42,41,64,59,31,74,91
3498,45,45,66,67,35,77,91
3499,41,50,67,58,33,74,90
3500,42,58,85,56,39,72,90
3501,46,55,62,50,43,85,91
3502,40,39,61,51,38,87,90
3503,51,57,62,58,39,86,90
3504,47,51,70,61,30,63,90
3505,50,46,66,59,32,80,90
3506,56,43,66,55,40,80,92
3507,56,54,68,48,37,73,93
3508,43,46,60,62,31,68,89
3509,39,41,69,58,34,77,92
3510,34,38,59,49,32,86,92
3511,38,50,64,52,44,87,88
3512,46,44,64,48,32,80,92
3513,47,50,67,66,29,69,87
3514,40,45,69,59,34,81,95
3515,44,52,68,61,30,70,82
3516,48,50,67,64,39,76,86
3517,49,50,51,50,39,68,88
3518,46,45,71,56,36,85,89
3519,51,37,61,59,38,80,92
3520,42,46,55,52,40,80,92
3521,50,50,62,52,30,71,88
3522,44,50,67,57,39,70,89
3523,49,48,69,55,29,76,78
3524,49,51,65,54,45,74,78
3525,49,49,64,54,35,74,91
3526,53,55,67,57,41,75,91
3527,45,40,67,56,31,78,89
3528,48,40,66,60,32,75,89
3529,43,43,61,57,31,81,90
3530,49,53,71,62,32,80,86
3531,46,53,62,64,28,72,89
3532,45,47,63,51,34,74,85
3533,50,55,67,56,33,80,88
3534,53,49,67,66,37,85,90
3535,43,49,66,56,37,80,87
3536,45,57,68,52,42,75,93
3537,45,46,63,57,35,80,94
3538,49,51,58,59,28,78,88
3539,34,39,59,52,29,80,84
3540,45,48,62,61,30,74,89
3541,44,47,65,63,41,81,88
3542,51,55,61,50,38,77,84
3543,53,57,63,60,27,76,87
3544,42,39,69,51,37,80,89
3545,48,43,64,54,43,75,83
3546,46,51,62,59,40,81,91
3547,50,42,60,62,33,85,88
3548,42,45,62,58,31,80,88
3549,42,46,66,49,42,84,89
3550,33,38,63,51,32,71,90
3551,39,42,56,58,30,82,92
3552,46,38,65,55,34,78,91
3553,53,45,63,61,42,79,90
3554,57,54,61,55,35,86,92
3555,51,48,68,58,44,82,87
3556,42,53,63,53,33,78,88
3557,41,59,69,50,32,79,87
3558,46,50,62,53,38,75,90
3559,41,47,73,53,31,81,90
3560,52,48,66,66,38,78,90
3561,37,48,66,52,44,68,86
3562,50,42,67,45,36,76,88
3563,52,47,61,55,35,74,87
3564,39,40,56,69,33,66,87
3565,47,47,63,59,35,82,86
3566,41,42,66,59,36,79,94
3567,38,51,68,71,35,75,87
3568,36,46,59,55,38,77,92
3569,54,54,64,60,36,81,92
3570,51,48,68,63,33,74,88
3571,46,60,61,62,38,75,93
3572,53,48,64,63,40,80,87
3573,54,50,61,45,42,82,85
3574,45,42,58,63,31,74,91
3575,46,44,57,63,28,72,86
3576,54,59,61,48,34,78,91
3577,46,53,71,57,34,70,80
3578,43,48,66,61,33,79,94
3579,47,44,62,58,43,78,89
3580,40,50,65,57,38,82,91
3581,38,43,59,49,36,81,87
3582,45,46,65,48,47,84,90
3583,41,50,60,56,30,85,82
3584,54,51,64,60,20,78,92
3585,37,46,59,58,31,70,97
3586,43,51,60,52,40,84,96
3587,52,47,55,55,40,86,90
3588,35,42,59,52,30,78,90
3589,53,44,58,58,34,76,84
3590,40,48,72,67,39,75,83
3591,53,50,62,53,34,83,83
3592,53,50,64,61,37,73,90
3593,46,51,75,56,31,77,89
3594,50,38,63,52,28,75,91
3595,51,46,69,66,39,78,88
3596,46,52,63,50,41,79,92
3597,49,51,65,58,36,86,91
3598,55,46,64,58,29,76,91
3599,47,39,68,54,29,79,88
3600,52,39,76,56,38,78,84
3601,48,52,72,64,31,79,92
3602,40,45,74,60,30,73,89
3603,47,49,56,55,36,78,86
3604,46,51,59,54,45,91,80
3605,47,45,60,49,34,82,91
3606,39,40,67,59,23,69,85
3607,39,55,59,55,35,76,85
3608,50,52,57,47,37,75,89
3609,47,57,63,64,37,86,89
3610,42,43,58,54,34,83,92
3611,46,34,65,57,24,69,84
3612,47,51,63,54,41,79,89
3613,52,47,64,61,33,82,94
3614,44,43,67,47,32,76,88
3615,36,47,60,59,30,75,90
3616,45,44,66,61,39,78,89
3617,39,49,72,55,40,78,86
3618,40,40,61,51,38,81,90
3619,44,52,67,46,42,79,95
3620,49,52,66,56,39,83,89
3621,46,53,68,52,36,77,91
3622,42,47,63,59,33,77,86
3623,47,44,62,58,38,77,93
3624,37,45,71,63,30,64,91
3625,38,38,57,43,34,72,81
3626,51,50,64,60,30,80,93
3627,51,44,60,50,37,84,94
3628,42,54,65,58,33,75,94
3629,43,52,62,56,34,80,91
3630,48,49,63,58,38,78,88
3631,46,49,67,64,34,79,88
3632,55,53,68,55,34,77,91
3633,39,45,67,63,37,79,90
3634,40,39,57,61,35,80,92
3635,49,50,66,46,39,81,92
3636,45,54,72,58,35,76,87
3637,55,51,66,57,41,81,91
3638,52,49,66,57,36,83,92
3639,40,48,62,53,36,78,85
3640,36,38,64,53,37,83,90
3641,50,45,72,61,26,71,87
3642,44,47,72,62,28,74,94
3643,49,45,60,53,33,76,87
3644,43,35,60,54,34,72,87
3645,41,47,62,52,31,83,89
3646,42,46,66,51,44,80,91
3647,45,52,71,55,36,81,86
3648,49,53,61,54,40,75,84
3649,50,42,57,61,21,66,90
3650,44,50,64,57,29,76,87
3651,46,47,54,64,29,75,88
3652,47,48,68,56,38,71,87
3653,51,49,62,49,36,81,84
3654,53,49,61,40,39,73,90
3655,53,48,60,57,35,85,83
3656,48,49,72,56,31,79,92
3657,43,52,68,54,38,75,92
3658,47,51,64,66,41,76,90
3659,47,51,64,54,38,75,92
3660,45,43,63,59,27,81,88
3661,48,46,60,60,35,79,93
3662,50,39,68,52,43,76,84
3663,40,43,68,53,33,80,87
3664,43,52,65,53,39,85,92
3665,45,48,72,65,31,76,86
3666,40,43,56,51,35,76,90
3667,45,46,69,55,32,77,90
3668,40,44,62,54,42,83,89
3669,36,40,61,44,34,79,93
3670,45,50,64,54,33,74,85
3671,39,44,66,60,31,75,87
3672,40,44,71,56,38,82,92
3673,32,46,62,53,34,76,86
3674,48,47,60,49,45,81,86
3675,44,49,65,60,36,83,86
3676,45,46,59,46,36,70,83
3677,48,47,59,55,37,77,89
3678,47,51,66,59,37,75,90
3679,52,50,63,60,33,74,81
3680,42,48,66,51,31,73,86
3681,52,52,66,63,30,75,87
3682,51,47,57,64,34,80,90
3683,39,36,58,53,33,75,94
3684,34,39,63,49,44,79,92
3685,38,45,72,58,25,79,86
3686,52,45,65,63,32,80,88
3687,51,59,74,52,36,82,90
3688,48,47,67,53,45,81,90
3689,44,53,71,52,42,84,94
3690,48,48,69,60,35,75,89
3691,54,50,61,53,36,77,85
3692,41,48,61,63,30,81,88
3693,40,48,63,54,42,88,93
3694,46,52,65,58,36,76,87
3695,39,45,60,65,27,78,89
3696,52,45,58,51,32,80,94
3697,45,45,61,58,35,76,86
3698,50,50,73,54,42,78,85
3699,44,42,64,59,30,72,90
3700,45,50,71,66,40,78,91
3701,46,43,62,62,36,81,90
3702,35,38,66,60,36,79,92
3703,43,48,72,61,29,69,88
3704,40,48,65,56,23,73,90
3705,54,55,65,50,36,74,84
3706,57,40,59,58,33,79,91
3707,52,54,67,68,37,79,88
3708,50,45,69,62,32,74,87
3709,44,49,65,53,39,79,89
3710,50,56,68,51,35,80,92
3711,47,50,62,55,38,82,89
3712,47,55,66,56,33,71,90
3713,53,56,63,56,30,79,84
3714,41,44,57,56,35,77,95
3715,42,50,60,64,28,80,86
3716,46,40,65,48,40,77,90
3717,44,52,69,59,38,82,89
3718,40,44,66,56,35,73,90
3719,48,37,67,55,32,72,90
3720,43,57,64,57,37,85,92
3721,43,44,60,63,34,83,87
3722,35,42,61,53,30,74,87
3723,43,46,70,51,33,81,93
3724,53,45,67,61,39,81,92
3725,48,45,64,48,44,80,94
3726,46,56,64,68,31,75,89
3727,57,43,63,52,31,89,84
3728,45,44,61,49,34,78,84
3729,40,50,69,54,41,84,89
3730,54,45,66,53,31,79,92
3731,47,53,67,56,43,76,87
3732,50,52,69,55,41,71,88
3733,52,46,63,61,36,84,89
3734,52,52,65,63,36,77,87
3735,39,48,63,48,30,82,91
3736,44,56,62,61,40,76,90
3737,35,48,58,51,32,72,85
3738,50,54,67,64,32,80,93
3739,49,41,65,58,36,82,85
3740,45,33,63,60,26,80,92
3741,48,44,69,52,30,82,90
3742,47,51,63,44,38,77,93
3743,37,57,68,60,45,84,87
3744,51,48,59,45,34,77,89
3745,41,47,59,55,34,82,94
3746,45,51,69,56,51,89,90
3747,25,36,58,61,29,79,90
3748,42,54,60,51,39,73,93
3749,48,46,61,49,34,65,85
3750,46,50,65,57,33,73,82
3751,44,51,60,57,36,75,92
3752,47,46,58,58,42,85,88
3753,36,45,65,61,47,84,87
3754,39,53,63,46,46,74,90
3755,45,50,69,53,35,77,88
3756,49,43,69,55,31,77,90
3757,36,43,60,52,30,75,90
3758,42,47,67,55,37,74,90
3759,49,50,65,54,40,79,88
3760,48,44,57,49,40,79,92
3761,39,43,58,53,40,76,89
3762,38,53,67,59,37,78,85
3763,38,41,66,53,39,83,89
3764,46,45,65,54,37,76,90
3765,47,42,68,67,35,77,86
3766,42,39,61,52,25,72,91
3767,51,48,60,58,40,78,88
3768,49,53,70,66,39,83,89
3769,41,44,58,54,32,79,90
3770,44,42,59,61,32,79,84
3771,45,56,64,53,53,75,83
3772,47,42,51,44,27,77,89
3773,42,44,65,57,38,81,85
3774,44,48,69,52,32,85,86
3775,56,54,61,63,33,83,88
3776,47,47,75,63,37,82,89
3777,47,52,56,59,36,78,91
3778,46,50,60,64,36,85,89
3779,42,39,61,49,36,74,91
3780,36,42,59,56,31,84,91
3781,42,39,55,53,41,83,96
3782,32,45,60,55,28,79,89
3783,43,48,70,54,42,86,87
3784,40,55,67,57,39,77,87
3785,46,41,61,48,27,76,92
3786,38,47,66,58,41,70,88
3787,42,44,64,54,26,64,87
3788,52,44,68,58,32,70,92
3789,41,53,71,59,40,78,92
3790,50,48,74,60,38,76,85
3791,52,47,61,55,29,74,86
3792,39,39,64,48,40,82,88
3793,46,57,66,60,33,87,89
3794,44,33,56,50,28,70,89
3795,41,45,56,50,36,79,83
3796,46,45,66,62,41,81,89
3797,48,45,64,63,33,76,90
3798,46,53,59,61,40,78,94
3799,55,56,66,61,34,77,85
3800,48,43,69,56,29,82,93
3801,52,48,67,62,43,73,83
3802,41,44,53,54,32,71,91
3803,52,51,66,56,33,86,87
3804,53,49,67,56,33,73,94
3805,47,45,72,55,33,79,85
3806,41,40,58,59,31,77,84
3807,44,50,61,51,33,79,94
3808,50,47,68,56,37,88,89
3809,49,52,74,57,34,73,87
3810,35,45,67,59,30,79,87
3811,39,40,65,59,35,72,88
3812,51,41,60,43,29,73,88
3813,50,44,66,61,40,80,85
3814,49,46,66,55,39,78,88
3815,44,40,60,56,31,81,86
3816,52,48,63,52,33,78,88
3817,53,49,63,63,47,86,91
3818,45,51,66,60,39,81,89
3819,51,49,68,57,24,68,87
3820,51,48,65,61,39,76,80
3821,43,47,62,52,33,72,89
3822,51,52,70,57,36,80,95
3823,35,42,61,59,27,76,85
3824,54,59,62,51,51,81,81
3825,39,42,57,55,41,80,91
3826,46,51,58,55,32,79,88
3827,37,52,63,51,44,73,89
3828,46,42,67,62,30,74,88
3829,42,37,55,51,38,73,84
3830,43,46,72,50,37,77,85
3831,46,37,69,55,31,71,86
3832,46,46,63,56,40,77,91
3833,38,52,70,56,33,76,90
3834,44,45,67,58,41,82,81
3835,51,51,68,55,40,78,87
3836,49,48,64,59,38,80,85
3837,41,41,61,60,32,80,91
3838,43,53,63,46,35,76,85
3839,50,54,62,57,31,80,86
3840,48,44,62,50,31,69,90
3841,47,50,69,56,39,80,89
3842,50,57,63,51,44,79,92
3843,45,46,56,53,38,84,90
3844,49,48,67,59,32,73,91
3845,45,43,66,72,35,75,91
3846,52,49,59,58,35,72,91
3847,47,43,67,53,30,72,89
3848,42,57,66,57,38,82,90
3849,49,55,62,57,37,73,90
3850,47,51,66,62,35,76,97
3851,43,47,65,51,37,77,92
3852,45,45,66,59,31,79,89
3853,51,58,59,57,37,73,89
3854,45,56,61,56,29,73,92
3855,49,44,72,64,24,79,89
3856,45,53,64,61,44,84,92
3857,38,46,63,54,42,79,93
3858,39,57,65,59,38,81,90
3859,43,61,67,47,30,74,87
3860,45,47,63,55,35,77,93
3861,52,48,59,45,36,72,88
3862,42,42,59,54,40,75,86
3863,47,45,74,74,26,75,84
3864,43,42,69,49,37,83,87
3865,37,44,66,52,31,77,91
3866,57,50,62,63,42,85,89
3867,45,44,69,57,28,70,91
3868,48,48,62,48,36,77,84
3869,42,45,55,61,35,77,90
3870,44,48,64,53,39,81,92
3871,52,45,53,62,45,76,87
3872,45,43,71,56,32,87,93
3873,36,44,66,62,30,75,87
3874,50,54,63,62,29,73,92
3875,47,42,52,47,33,76,88
3876,46,45,67,62,34,79,89
3877,56,54,64,50,45,82,87
3878,46,47,69,52,36,84,88
3879,45,50,64,49,45,70,87
3880,50,48,75,58,36,71,82
3881,46,42,75,65,34,77,91
3882,47,50,63,50,34,82,91
3883,45,37,61,61,28,79,90
3884,52,46,64,55,24,72,88
3885,51,55,73,62,29,77,92
3886,47,51,65,56,31,76,91
3887,49,42,68,49,40,80,88
3888,43,37,60,63,28,75,90
3889,58,40,60,50,38,77,90
3890,44,40,65,51,30,71,87
3891,44,55,66,58,43,74,92
3892,48,53,63,53,43,80,91
3893,39,39,63,55,34,78,93
3894,54,57,59,54,47,83,91
3895,45,41,74,55,29,80,88
3896,49,41,64,57,36,77,91
3897,46,39,75,60,28,76,90
3898,46,57,60,46,43,84,92
3899,46,52,63,51,33,80,91
3900,55,50,55,51,34,75,92
3901,39,49,59,53,31,76,88
3902,45,53,58,56,39,83,89
3903,43,49,67,59,45,85,90
3904,49,43,58,62,37,81,92
3905,50,50,61,58,29,79,84
3906,45,43,66,57,30,74,81
3907,46,42,68,53,38,73,87
3908,45,46,74,57,32,75,87
3909,45,42,64,59,38,80,82
3910,45,47,63,54,35,78,91
3911,42,51,69,52,45,88,87
3912,44,51,71,53,42,77,88
3913,43,41,64,61,38,74,88
3914,38,40,54,54,39,85,92
3915,36,53,62,59,35,81,93
3916,51,43,63,52,40,82,89
3917,36,52,64,56,35,80,86
3918,51,50,74,56,32,68,87
3919,46,39,56,58,28,81,86
3920,50,47,69,57,40,80,91
3921,45,47,71,51,38,83,91
3922,41,56,54,54,46,86,89
3923,45,47,59,59,31,83,91
3924,51,44,59,57,38,84,90
3925,46,48,69,55,42,86,93
3926,45,44,68,53,41,77,85
3927,40,50,65,53,35,79,88
3928,38,51,57,56,38,79,83
3929,44,46,71,59,34,73,90
3930,44,52,68,58,35,86,90
3931,40,48,64,62,39,76,91
3932,50,49,76,64,41,73,86
3933,49,45,57,55,40,83,87
3934,50,36,66,60,31,80,89
3935,50,47,71,53,44,81,88
3936,48,45,63,62,36,76,96
3937,47,54,54,62,41,81,87
3938,39,45,72,53,36,77,93
3939,47,53,64,60,31,80,92
3940,49,48,64,61,40,80,89
3941,47,55,70,60,40,81,83
3942,31,42,62,51,34,77,89
3943,46,52,67,63,26,76,85
3944,43,50,71,58,37,79,94
3945,54,51,60,58,44,75,85
3946,39,45,64,58,39,79,88
3947,45,51,61,57,29,76,89
3948,43,47,68,51,38,83,93
3949,37,47,57,49,37,81,93
3950,45,51,65,57,36,72,87
3951,42,54,66,45,35,79,90
3952,43,48,66,62,25,74,93
3953,43,51,61,58,42,76,86
3954,38,34,53,60,32,77,93
3955,50,50,64,52,32,74,89
3956,43,40,51,51,25,74,87
3957,51,54,63,46,37,81,87
3958,49,36,70,50,27,69,94
3959,52,49,60,50,30,76,94
3960,40,44,61,52,37,75,90
3961,47,45,60,51,41,76,87
3962,44,52,64,59,40,85,87
3963,49,49,65,57,37,80,91
3964,51,56,72,53,38,78,86
3965,46,50,65,56,29,75,89
3966,48,49,64,58,39,76,87
3967,47,39,66,68,34,77,93
3968,44,49,64,49,32,83,89
3969,50,45,66,60,28,75,88
3970,40,46,71,51,34,82,86
3971,55,47,67,51,33,80,88
3972,41,44,67,57,36,81,87
3973,57,54,68,66,28,79,88
3974,41,45,53,59,32,70,85
3975,41,51,74,49,40,80,90
3976,48,46,69,55,38,76,86
3977,50,62,62,58,41,82,91
3978,36,45,69,55,39,79,91
3979,38,44,62,59,33,78,92
3980,38,47,55,57,38,81,86
3981,45,51,64,48,30,80,87
3982,39,55,69,53,40,75,91
3983,53,46,60,59,31,77,89
3984,44,41,68,57,25,65,89
3985,48,52,73,62,46,79,85
3986,52,50,64,63,33,69,89
3987,43,48,59,58,37,74,89
3988,45,58,66,51,38,81,93
3989,47,59,65,54,39,78,87
3990,54,52,70,55,36,72,90
3991,35,41,60,50,32,70,88
3992,46,47,60,51,31,81,93
3993,38,47,74,50,39,82,86
3994,38,51,67,50,34,76,91
3995,43,48,67,57,32,85,86
3996,49,48,72,62,29,72,84
3997,42,43,62,58,34,77,92
3998,47,53,70,59,31,68,91
3999,42,45,65,53,34,80,87
4000,46,40,63,60,29,72,90
4001,51,49,61,55,35,79,87
4002,51,41,75,65,27,78,83
4003,52,54,65,54,30,78,88
4004,41,40,65,50,41,75,85
4005,43,52,63,59,45,70,85
4006,54,62,59,56,40,77,86
4007,42,45,65,58,28,83,88
4008,46,45,64,52,32,71,88
4009,45,49,63,66,36,83,87
4010,47,53,66,66,37,74,88
4011,44,57,64,62,38,86,91
4012,48,51,63,61,34,74,88
4013,53,46,64,44,29,75,88
4014,42,42,61,57,32,74,80
4015,44,42,70,62,40,81,90
4016,50,46,67,62,24,69,83
4017,44,49,69,51,32,72,93
4018,40,44,63,53,42,81,92
4019,44,38,69,54,33,81,95
4020,53,42,61,47,36,79,92
4021,44,48,67,56,41,79,92
4022,49,49,65,49,29,85,88
4023,40,52,63,63,43,78,92
4024,42,48,61,57,26,75,94
4025,42,46,65,49,29,78,86
4026,40,54,68,56,41,72,88
4027,46,45,66,52,39,83,91
4028,49,46,63,54,36,83,91
4029,49,48,68,64,28,70,82
4030,44,46,69,39,39,74,85
4031,42,50,66,61,24,66,86
4032,44,55,64,64,41,76,87
4033,45,40,64,55,34,74,87
4034,43,51,66,58,40,80,86
4035,50,41,53,55,35,75,88
4036,37,46,62,58,31,75,88
4037,51,41,62,64,44,80,92
4038,51,50,65,69,35,72,96
4039,49,44,67,59,36,65,86
4040,46,50,67,61,25,78,87
4041,48,48,62,46,33,77,88
4042,46,47,65,57,39,77,93
4043,45,48,62,48,40,90,88
4044,42,40,61,56,29,84,94
4045,41,37,62,58,33,83,88
4046,43,48,66,56,34,81,90
4047,42,44,69,54,36,75,89
4048,38,57,66,52,41,83,87
4049,39,44,64,59,41,79,95
4050,42,46,64,54,40,81,82
4051,48,45,53,49,38,78,93
4052,42,51,62,55,34,84,85
4053,43,47,66,49,31,80,90
4054,41,47,63,53,42,72,88
4055,52,47,63,55,38,83,87
4056,50,50,63,52,36,82,89
4057,44,42,66,52,33,81,89
4058,57,48,67,53,40,82,92
4059,39,41,61,61,32,77,90
4060,44,37,66,54,31,74,90
4061,43,55,71,56,41,75,84
4062,53,49,71,57,34,76,85
4063,48,47,49,55,32,68,87
4064,43,49,62,50,31,81,91
4065,41,47,56,51,35,85,88
4066,44,51,66,47,39,75,88
4067,36,50,67,62,40,87,84
4068,44,48,62,55,28,77,87
4069,47,53,60,55,37,77,86
4070,55,55,68,61,43,79,90
4071,53,50,70,61,30,77,86
4072,47,41,74,58,33,69,85
4073,49,41,59,61,37,71,90
4074,50,40,66,59,33,85,90
4075,43,36,68,50,29,82,86
4076,45,50,62,55,36,86,94
4077,50,44,61,58,38,78,89
4078,48,44,66,56,36,85,85
4079,37,38,72,60,29,75,87
4080,44,58,72,58,37,79,86
4081,41,56,61,55,36,83,93
4082,41,41,66,62,25,70,86
4083,40,46,68,51,30,82,90
4084,42,39,64,51,36,75,85
4085,43,45,67,59,33,80,86
4086,44,46,66,65,30,70,88
4087,52,59,64,57,33,82,95
4088,49,44,64,59,27,76,86
4089,44,51,62,58,40,87,90
4090,35,46,65,56,33,75,78
4091,53,44,67,52,36,79,92
4092,49,52,60,61,36,79,88
4093,42,44,67,62,32,77,93
4094,50,43,69,62,34,77,91
4095,35,44,71,68,29,75,91
4096,48,40,60,51,29,79,89
4097,39,50,65,50,32,76,92
4098,51,57,74,65,33,79,89
4099,43,49,67,58,37,77,90
4100,44,49,68,55,29,78,81
4101,53,52,59,43,42,78,87
4102,35,44,63,62,34,70,91
4103,47,45,64,49,41,78,85
4104,40,49,71,62,45,77,82
4105,46,51,60,58,34,82,84
4106,48,45,64,72,34,78,88
4107,41,42,68,53,39,81,91
4108,49,47,65,55,41,81,90
4109,45,51,67,51,42,79,80
4110,42,40,61,56,26,83,82
4111,48,54,72,65,32,85,90
4112,45,49,68,62,36,83,82
4113,45,46,57,64,32,73,84
4114,47,39,63,49,38,80,84
4115,59,49,66,59,31,76,86
4116,48,56,61,51,43,89,93
4117,54,52,63,60,40,88,90
4118,50,59,62,60,48,80,89
4119,48,47,63,53,38,85,92
4120,44,41,64,52,26,74,86
4121,44,46,66,65,34,80,87
4122,37,50,68,63,32,78,92
4123,46,56,61,59,40,85,86
4124,44,46,66,52,37,78,83
4125,49,47,62,61,35,73,89
4126,48,57,66,63,38,84,86
4127,38,44,54,58,43,77,91
4128,46,46,61,53,39,79,89
4129,41,44,64,55,42,79,94
4130,43,51,63,48,39,79,85
4131,49,50,69,51,33,78,84
4132,48,62,68,62,43,75,88
4133,37,45,63,57,41,79,91
4134,43,54,63,58,31,80,92
4135,54,54,65,51,40,85,87
4136,46,49,69,58,29,74,92
4137,47,46,60,51,35,76,88
4138,41,47,63,57,32,75,87
4139,46,51,68,65,29,72,91
